feature,ICC
ft348,0.6373
ft349,0.8882
ft350,0.6164
ft351,0.9033
ft352,0.6928
ft353,0.3981
ft354,0.6613
ft355,0.2796
ft356,0.7999
ft357,0.3061
ft358,0.703
ft359,0.1649
ft360,0.6346
ft361,0.7212
ft362,0.8597
ft363,0.3052
ft364,0.7911
ft365,0.881
ft366,0.6833
ft367,0.6857
ft368,0.6638
ft369,0.745
ft370,0.7746
ft371,0.6178
ft372,0.4212
ft373,0.5353
ft374,0.7089
ft375,0.8782
ft376,0.8302
ft377,0.6682
ft378,0.7631
ft379,0.5607
ft380,0.7254
ft381,0.7062
ft382,0.5377
ft383,0.9415
ft384,0.4399
ft385,0.313
ft386,0.5879
ft387,0.785
ft388,0.71
ft389,0.8911
ft390,0.8014
ft391,0.7598
ft392,0.6595
ft393,0.4499
ft394,0.5244
ft395,0.3633
ft396,0.6774
ft397,0.6329
ft398,0.9318
ft399,0.4459
ft400,0.6617
ft401,0.592
ft402,0.6675
ft403,0.3385
ft404,0.3615
ft405,0.7677
ft406,0.5302
ft407,0.1602
ft408,0.7473
ft409,0.4555
ft410,0.8145
ft411,0.8215
ft412,0.7764
ft413,0.5872
ft414,0.8531
ft415,0.7744
ft416,0.6171
ft417,0.6377
ft418,0.849
ft419,0.7879
ft420,0.674
ft421,0.4937
ft422,0.3026
ft423,0.1929
ft424,0.601
ft425,0.7726
ft426,0.4694
ft427,0.3616
ft428,0.6792
ft429,0.8325
ft430,0.184
ft431,0.7114
ft432,0.4877
ft433,0.8678
ft434,0.7123
ft435,0.3567
ft436,0.4761
ft437,0.46
ft438,0.7749
ft439,0.7274
ft440,0.7027
ft441,0.9016
ft442,0.8301
ft443,0.8158
ft444,0.4676
ft445,0.5518
ft446,0.9065
ft447,0.6313
ft448,0.8286
ft449,0.6505
ft450,0.8996
ft451,0.8418
ft452,0.6754
ft453,0.4448
ft454,0.7894
ft455,0.4086
ft456,0.3985
ft457,0.4953
ft458,0.4938
ft459,0.7879
ft460,0.5328
ft461,0.9011
ft462,0.8831
ft463,0.7287
ft464,0.8865
ft465,0.8547
ft466,0.621
ft467,0.7388
ft468,0.7192
ft469,0.9003
ft470,0.6238
ft471,0.8927
ft472,0.3712
ft473,0.5187
ft474,0.2605
ft475,0.3883
ft476,0.9566
ft477,0.6721
ft478,0.6218
ft479,0.3396
ft480,0.7421
ft481,0.8385
ft482,0.2281
ft483,0.5142
ft484,0.5754
ft485,0.8904
ft486,0.4266
ft487,0.7117
ft488,0.7362
ft489,0.7455
ft490,0.8375
ft491,0.7713
ft492,0.4053
ft493,0.5232
ft494,0.5892
ft495,0.1241
ft496,0.7462
ft497,0.8404
ft498,0.9025
ft499,0.8104
ft500,0.6954
ft501,0.6068
ft502,0.7343
ft503,0.3121
ft504,0.7564
ft505,0.6996
ft506,0.7172
ft507,0.8903
ft508,0.945
ft509,0.3478
ft510,0.6361
ft511,0.8062
ft512,0.7091
ft513,0.7539
ft514,0.2899
ft515,0.5067
ft516,0.8056
ft517,0.6875
ft518,0.5312
ft519,0.8018
ft520,0.8891
ft521,0.0558
ft522,0.3824
ft523,0.5233
ft524,0.5934
ft525,0.5181
ft526,0.5049
ft527,0.6719
ft528,0.7106
ft529,0.3443
ft530,0.531
ft531,0.4281
ft532,0.7352
ft533,0.6931
ft534,0.644
ft535,0.5814
ft536,0.8278
ft537,0.2118
ft538,0.6463
ft539,0.8638
ft540,0.9165
ft541,0.7444
ft542,0.7976
ft543,0.8098
ft544,0.7046
ft545,0.945
ft546,0.4278
ft547,0.7627
ft548,0.6391
ft549,0.8849
ft550,0.8523
ft551,0.4063
ft552,0.7367
ft553,0.7576
ft554,0.7781
ft555,0.8666
ft556,0.8259
ft557,0.9309
ft558,0.7691
ft559,0.8952
ft560,0.4721
ft561,0.7553
ft562,0.6706
ft563,0.8054
ft564,0.8863
ft565,0.4403
ft566,0.9261
ft567,0.6034
ft568,0.8862
ft569,0.7576
ft570,0.5358
ft571,0.3642
ft572,0.8679
ft573,0.2937
ft574,0.8949
ft575,0.4871
ft576,0.8507
ft577,0.6884
ft578,0.8393
ft579,0.2621
ft580,0.5048
ft581,0.7181
ft582,0.2282
ft583,0.5395
ft584,0.5808
ft585,0.3532
ft586,0.719
ft587,0.9358
ft588,0.7799
ft589,0.9766
ft590,0.615
ft591,0.4852
ft592,0.7901
ft593,0.7204
ft594,0.5273
ft595,0.6818
ft596,0.813
ft597,0.8539
ft598,0.337
ft599,0.9344
ft600,0.472
ft601,0.6315
ft602,0.552
ft603,0.8118
ft604,0.5895
ft605,0.8759
ft606,0.8238
ft607,0.5278
ft608,0.7333
ft609,0.5442
ft610,0.7308
ft611,0.5353
ft612,0.6649
ft613,0.5368
ft614,0.8101
ft615,0.8253
ft616,0.6313
ft617,0.6861
ft618,0.5388
ft619,0.5324
ft620,0.2363
ft621,0.6274
ft622,0.8061
ft623,0.8672
ft624,0.8676
ft625,0.3149
ft626,0.4695
ft627,0.6811
ft628,0.8618
ft629,0.4372
ft630,0.5918
ft631,0.5532
ft632,0.9006
ft633,0.4822
ft634,0.7659
ft635,0.5168
ft636,0.6519
ft637,0.7395
ft638,0.7289
ft639,0.7674
ft640,0.8461
ft641,0.6575
ft642,0.6801
ft643,0.774
ft644,0.6231
ft645,0.8299
ft646,0.9327
ft647,0.6844
ft648,0.8652
ft649,0.592
ft650,0.4147
ft651,0.6734
ft652,0.8735
ft653,0.591
ft654,0.7853
ft655,0.5645
ft656,0.8533
ft657,0.9139
ft658,0.6998
ft659,0.3551
ft660,0.4723
ft661,0.776
ft662,0.32
ft663,0.377
ft664,0.6202
ft665,0.5202
ft666,0.5831
ft667,0.4431
ft668,0.435
ft669,0.8015
ft670,0.8284
ft671,0.4131
ft672,0.4832
ft673,0.7525
ft674,0.6673
ft675,0.7569
ft676,0.8147
ft677,0.6559
ft678,0.7435
ft679,0.4786
ft680,0.7754
ft681,0.7448
ft682,0.8341
ft683,0.1134
ft684,0.2868
ft685,0.7466
ft686,0.9165
ft687,0.6422
ft688,0.3388
ft689,0.8621
ft690,0.3854
ft691,0.6956
ft692,0.7731
ft693,0.5448
ft694,0.4376
ft695,0.5624
ft696,0.1802
ft697,0.6679
ft698,0.7518
ft699,0.3479
ft700,0.7895
ft701,0.7176
ft702,0.9078
ft703,0.7201
ft704,0.7766
ft705,0.7718
ft706,0.4762
ft707,0.6089
ft708,0.5703
ft709,0.6711
ft710,0.8023
ft711,0.7116
ft712,0.6524
ft713,0.7051
ft714,0.7629
ft715,0.5709
ft716,0.9028
ft717,0.7492
ft718,0.7094
ft719,0.7348
ft720,0.5738
ft721,0.7324
ft722,0.5178
ft723,0.6623
ft724,0.5326
ft725,0.7186
ft726,0.3496
ft727,0.6631
ft728,0.8024
ft729,0.9272
ft730,0.7248
ft731,0.3584
ft732,0.2786
ft733,0.5516
ft734,0.6195
ft735,0.7124
ft736,0.393
ft737,0.587
ft738,0.8609
ft739,0.4871
ft740,0.5828
ft741,0.5892
ft742,0.8139
ft743,0.7906
ft744,0.2468
ft745,0.6417
ft746,0.936
ft747,0.5039
ft748,0.6
ft749,0.7975
ft750,0.8334
ft751,0.6378
ft752,0.7553
ft753,0.7873
ft754,0.4445
ft755,0.3778
ft756,0.6215
ft757,0.3685
ft758,0.8266
ft759,0.6419
ft760,0.8945
ft761,0.7678
ft762,0.5073
ft763,0.4663
ft764,0.6281
ft765,0.855
ft766,0.6408
ft767,0.4978
ft768,0.7288
ft769,0.9099
ft770,0.6521
ft771,0.6857
ft772,0.8589
ft773,0.4358
ft774,0.1861
ft775,0.6369
ft776,0.7351
ft777,0.8194
ft778,0.5593
ft779,0.6563
ft780,0.55
ft781,0.4572
ft782,0.5642
ft783,0.8077
ft784,0.7563
ft785,0.6389
ft786,0.8608
ft787,0.8159
ft788,0.8944
ft789,0.7399
ft790,0.4226
ft791,0.7736
ft792,0.7074
ft793,0.7144
ft794,0.7808
ft795,0.5934
ft796,0.6619
ft797,0.4754
ft798,0.8246
ft799,0.7042
ft800,0.5144
ft801,0.6423
ft802,0.8523
ft803,0.6092
ft804,0.5852
ft805,0.6862
ft806,0.5835
ft807,0.903
ft808,0.2788
ft809,0.8061
ft810,0.7873
ft811,0.6406
ft812,0.4042
ft813,0.4096
ft814,0.7863
ft815,0.7109
ft816,0.8549
ft817,0.3891
ft818,0.8248
ft819,0.4827
ft820,0.8564
ft821,0.8121
ft822,0.7362
ft823,0.5447
ft824,0.5493
ft825,0.5205
ft826,0.6744
ft827,0.8823
ft828,0.584
ft829,0.7835
ft830,0.6679
ft831,0.8661
ft832,0.4892
ft833,0.5693
ft834,0.7311
ft835,0.571
ft836,0.7245
ft837,0.7388
ft838,0.491
ft839,0.7459
ft840,0.9013
ft841,0.8944
ft842,0.5032
ft843,0.4316
ft844,0.8331
ft845,0.5791
ft846,0.671
ft847,0.6204
ft848,0.2647
ft849,0.4682
ft850,0.8607
ft851,0.5535
ft852,0.1312
ft853,0.6037
ft854,0.4141
ft855,0.8832
ft856,0.5128
ft857,0.7415
ft858,0.74
ft859,0.903
ft860,0.7555
ft861,0.9015
ft862,0.581
ft863,0.7442
ft864,0.5556
ft865,0.8557
ft866,0.6786
ft867,0.8628
ft868,0.6849
ft869,0.7597
ft870,0.7814
ft871,0.2476
ft872,0.7251
ft873,0.8827
ft874,0.5878
ft875,0.8441
ft876,0.7092
ft877,0.7165
ft878,0.4396
ft879,0.049
ft880,0.4965
ft881,0.6966
ft882,0.5366
ft883,0.4363
ft884,0.6676
ft885,0.4635
ft886,0.7246
ft887,0.5092
ft888,0.5402
ft889,0.6434
ft890,0.7945
ft891,0.645
ft892,0.7973
ft893,0.7866
ft894,0.8177
ft895,0.8446
ft896,0.717
ft897,0.6859
ft898,0.772
ft899,0.0557
ft900,0.9269
ft901,0.3268
ft902,0.6731
ft903,0.784
ft904,0.4983
ft905,0.3995
ft906,0.6301
ft907,0.6346
ft908,0.7269
ft909,0.5013
ft910,0.3489
ft911,0.3917
ft912,0.9238
ft913,0.8731
ft914,0.8787
ft915,0.8749
ft916,0.478
ft917,0.8376
ft918,0.9367
ft919,0.6312
ft920,0.6733
ft921,0.4295
ft922,0.6375
ft923,0.7093
ft924,0.8442
ft925,0.5911
ft926,0.4853
ft927,0.6223
ft928,0.802
ft929,0.7609
ft930,0.7684
ft931,0.8055
ft932,0.2271
ft933,0.9543
ft934,0.8069
ft935,0.8175
ft936,0.2083
ft937,0.0767
ft938,0.3978
ft939,0.6576
ft940,0.912
ft941,0.7221
ft942,0.7966
ft943,0.8936
ft944,0.913
ft945,0.7488
ft946,0.0479
ft947,0.6288
ft948,0.5142
ft949,0.8704
ft950,0.8704
ft951,0.1077
ft952,0.3234
ft953,0.5057
ft954,0.6741
ft955,0.4562
ft956,0.6479
ft957,0.7729
ft958,0.9063
ft959,0.5498
ft960,0.6321
ft961,0.7703
ft962,0.7079
ft963,0.9673
ft964,0.7515
ft965,0.5849
ft966,0.793
ft967,0.6352
ft968,0.462
ft969,0.2048
ft970,0.6826
ft971,0.7101
ft972,0.5432
ft973,0.5656
ft974,0.4324
ft975,0.7805
ft976,0.584
ft977,0.5573
ft978,0.9024
ft979,0.7243
ft980,0.8265
ft981,0.9402
ft982,0.524
ft983,0.704
ft984,0.5234
ft985,0.7123
ft986,0.7594
ft987,0.7292
ft988,0.461
ft989,0.7473
ft990,0.7354
ft991,0.6717
ft992,0.6493
ft993,0.9275
ft994,0.5645
ft995,0.397
ft996,0.4137
ft997,0.7332
ft998,0.611
ft999,0.7908
ft1000,0.476
ft1001,0.25
ft1002,0.8127
ft1003,0.7614
ft1004,0.7911
ft1005,0.7118
ft1006,0.502
ft1007,0.6738
ft1008,0.9582
ft1009,0.3011
ft1010,0.7576
ft1011,0.5919
ft1012,0.4821
ft1013,0.644
ft1014,0.5719
ft1015,0.624
ft1016,0.4962
ft1017,0.5827
ft1018,0.9099
ft1019,0.8258
ft1020,0.7214
ft1021,0.3462
ft1022,0.7443
ft1023,0.5733
ft1024,0.8311
ft1025,0.8315
ft1026,0.7128
ft1027,0.6299
ft1028,0.5285
ft1029,0.7998
ft1030,0.7905
ft1031,0.6132
ft1032,0.6402
ft1033,0.9073
ft1034,0.4415
ft1035,0.8344
ft1036,0.6051
ft1037,0.8119
ft1038,0.7995
ft1039,0.4149
ft1040,0.5911
ft1041,0.8801
ft1042,0.8819
ft1043,0.7791
ft1044,0.8917
ft1045,0.7809
ft1046,0.6384
ft1047,0.6827
ft1048,0.4801
ft1049,0.6134
ft1050,0.138
ft1051,0.6992
ft1052,0.3386
ft1053,0.7785
ft1054,0.1134
ft1055,0.8471
ft1056,0.9403
ft1057,0.7805
ft1058,0.5936
ft1059,0.5335
ft1060,0.9153
ft1061,0.9411
ft1062,0.7348
ft1063,0.7055
ft1064,0.8967
ft1065,0.7068
ft1066,0.7433
ft1067,0.8291
ft1068,0.3114
ft1069,0.4521
ft1070,0.937
ft1071,0.481
ft1072,0.5733
ft1073,0.837
ft1074,0.5569
ft1075,0.703
ft1076,0.8855
ft1077,0.3384
ft1078,0.8703
ft1079,0.6155
ft1080,0.4768
ft1081,0.875
ft1082,0.2846
ft1083,0.7994
ft1084,0.2443
ft1085,0.5253
ft1086,0.6243
ft1087,0.9064
ft1088,0.3234
ft1089,0.7911
ft1090,0.5592
ft1091,0.7676
ft1092,0.7512
ft1093,0.5823
ft1094,0.8502
ft1095,0.5714
ft1096,0.4999
ft1097,0.464
ft1098,0.7254
ft1099,0.6544
ft1100,0.8103
ft1101,0.7632
ft1102,0.6606
ft1103,0.832
ft1104,0.7645
ft1105,0.7802
ft1106,0.7068
ft1107,0.3551
ft1108,0.5539
ft1109,0.769
ft1110,0.8282
ft1111,0.4948
ft1112,0.6158
ft1113,0.7961
ft1114,0.3908
ft1115,0.5857
ft1116,0.7292
ft1117,0.8604
ft1118,0.9049
ft1119,0.8436
ft1120,0.5448
ft1121,0.6355
ft1122,0.6805
ft1123,0.7663
ft1124,0.7461
ft1125,0.4839
ft1126,0.7727
ft1127,0.1763
ft1128,0.658
ft1129,0.5548
ft1130,0.8995
ft1131,0.8056
ft1132,0.9049
ft1133,0.8683
ft1134,0.7159
ft1135,0.808
ft1136,0.7377
ft1137,0.2939
ft1138,0.8876
ft1139,0.2041
ft1140,0.7202
ft1141,0.6592
ft1142,0.2589
ft1143,0.9037
ft1144,0.7397
ft1145,0.8234
ft1146,0.6116
ft1147,0.9078
ft1148,0.8266
ft1149,0.7734
ft1150,0.9
ft1151,0.5588
ft1152,0.7255
ft1153,0.27
ft1154,0.9026
ft1155,0.8548
ft1156,0.6896
ft1157,0.594
ft1158,0.6125
ft1159,0.7791
ft1160,0.7123
ft1161,0.8169
ft1162,0.7818
ft1163,0.862
ft1164,0.8631
ft1165,0.7961
ft1166,0.8106
ft1167,0.8288
ft1168,0.6853
ft1169,0.5771
ft1170,0.7369
ft1171,0.7785
ft1172,0.8702
ft1173,0.4098
ft1174,0.4895
ft1175,0.5405
ft1176,0.6659
ft1177,0.2104
ft1178,0.7073
ft1179,0.5344
ft1180,0.2646
ft1181,0.851
ft1182,0.8357
ft1183,0.6169
ft1184,0.9016
ft1185,0.1452
ft1186,0.5497
ft1187,0.6655
ft1188,0.6673
ft1189,0.7107
ft1190,0.7518
ft1191,0.741
ft1192,0.3593
ft1193,0.9448
ft1194,0.7546
ft1195,0.7384
ft1196,0.5279
ft1197,0.6952
ft1198,0.7737
ft1199,0.7576
ft1200,0.2795
ft1201,0.6761
ft1202,0.4934
ft1203,0.4679
ft1204,0.5441
ft1205,0.8913
ft1206,0.6432
ft1207,0.637
ft1208,0.6095
ft1209,0.6783
ft1210,0.6393
ft1211,0.7138
ft1212,0.4302
ft1213,0.8784
ft1214,0.4734
ft1215,0.762
ft1216,0.7184
ft1217,0.596
ft1218,0.6752
ft1219,0.6637
ft1220,0.6069
ft1221,0.5786
ft1222,0.8256
ft1223,0.5153
ft1224,0.679
ft1225,0.3311
ft1226,0.5781
ft1227,0.6033
ft1228,0.7548
ft1229,0.5515
ft1230,0.7412
ft1231,0.7532
ft1232,0.7833
ft1233,0.8096
ft1234,0.5498
ft1235,0.5503
ft1236,0.6437
ft1237,0.6239
ft1238,0.6083
ft1239,0.6163
ft1240,0.2441
ft1241,0.7768
ft1242,0.8726
ft1243,0.3291
ft1244,0.5919
ft1245,0.574
ft1246,0.5085
ft1247,0.6539
ft1248,0.6004
ft1249,0.5022
ft1250,0.7452
ft1251,0.636
ft1252,0.0404
ft1253,0.7559
ft1254,0.6569
ft1255,0.9287
ft1256,0.1414
ft1257,0.3442
ft1258,0.6525
ft1259,0.7272
ft1260,0.7226
ft1261,0.8657
ft1262,0.6011
ft1263,0.8999
ft1264,0.6856
ft1265,0.6132
ft1266,0.7672
ft1267,0.7285
ft1268,0.461
ft1269,0.8312
ft1270,0.8904
ft1271,0.8845
ft1272,0.8442
ft1273,0.7154
ft1274,0.1267
ft1275,0.521
ft1276,0.5365
ft1277,0.8665
ft1278,0.4169
ft1279,0.3195
ft1280,0.701
ft1281,0.785
ft1282,0.7685
ft1283,0.857
ft1284,0.4536
ft1285,0.6919
ft1286,0.4761
ft1287,0.7192
ft1288,0.6006
ft1289,-0.0011
ft1290,0.7679
ft1291,0.472
ft1292,0.5757
ft1293,0.9084
ft1294,0.8181
ft1295,0.5198
ft1296,0.6838
ft1297,0.8156
ft1298,0.5804
ft1299,0.6745
ft1300,0.52
ft1301,0.7925
ft1302,0.4945
ft1303,0.7082
ft1304,0.666
ft1305,0.682
ft1306,0.6827
ft1307,0.8214
ft1308,0.6082
ft1309,0.5697
ft1310,0.4587
ft1311,0.5793
ft1312,0.5312
ft1313,0.5357
ft1314,0.5969
ft1315,0.5206
ft1316,0.6013
ft1317,0.0884
ft1318,0.8986
ft1319,0.3263
ft1320,0.8114
ft1321,0.8676
ft1322,0.411
ft1323,0.8509
ft1324,0.8391
ft1325,0.7706
ft1326,0.6942
ft1327,0.8276
ft1328,0.3855
ft1329,0.7888
ft1330,0.7503
ft1331,0.8597
ft1332,0.581
ft1333,0.6859
ft1334,0.8861
ft1335,0.8079
ft1336,0.5268
ft1337,0.9184
ft1338,0.4088
ft1339,0.7876
ft1340,0.8544
ft1341,0.7411
ft1342,0.6494
ft1343,0.3402
ft1344,0.6934
ft1345,0.85
ft1346,0.8793
ft1347,0.5327
ft1348,0.6284
ft1349,0.27
ft1350,0.9155
ft1351,0.8036
ft1352,0.6629
ft1353,0.5905
ft1354,0.6121
ft1355,0.5707
ft1356,0.6911
ft1357,0.6541
ft1358,0.6808
ft1359,0.8519
ft1360,0.84
ft1361,0.2832
ft1362,0.6785
ft1363,0.8677
ft1364,0.6826
ft1365,0.6826
ft1366,0.5579
ft1367,0.7333
ft1368,0.6505
ft1369,0.9621
ft1370,0.7368
ft1371,0.3814
ft1372,0.9391
ft1373,0.5162
ft1374,0.6158
ft1375,0.728
ft1376,0.8171
ft1377,0.8522
ft1378,0.6786
ft1379,0.8179
ft1380,0.1947
ft1381,0.7159
ft1382,0.3453
ft1383,0.8887
ft1384,0.6644
ft1385,0.845
ft1386,0.8475
ft1387,0.3698
ft1388,0.6863
ft1389,0.5364
ft1390,0.3202
ft1391,0.9123
ft1392,0.8251
ft1393,0.6913
ft1394,0.3784
ft1395,0.834
ft1396,0.7767
ft1397,0.7689
ft1398,0.8612
ft1399,0.8466
ft1400,0.5965
ft1401,0.9152
ft1402,0.7015
ft1403,0.6932
ft1404,0.5901
ft1405,0.5886
ft1406,0.6854
ft1407,0.7883
ft1408,0.2237
ft1409,0.4122
ft1410,0.4651
ft1411,0.7391
ft1412,0.8
ft1413,0.7643
ft1414,0.1072
ft1415,0.75
ft1416,0.7656
ft1417,0.957
ft1418,0.5836
ft1419,0.6329
ft1420,0.8831
ft1421,0.842
ft1422,0.8285
ft1423,0.6297
ft1424,0.7685
ft1425,0.8128
ft1426,0.905
ft1427,0.7789
ft1428,0.8002
ft1429,0.693
ft1430,0.7198
ft1431,0.719
ft1432,0.8014
ft1433,0.4616
ft1434,0.4358
ft1435,0.7164
ft1436,0.281
ft1437,0.7387
ft1438,0.6401
ft1439,0.781
ft1440,0.6815
ft1441,0.8421
ft1442,0.7365
ft1443,0.4571
ft1444,0.7602
ft1445,0.5641
ft1446,0.6703
ft1447,0.5082
ft1448,0.7614
ft1449,0.4046
ft1450,0.6893
ft1451,0.4865
ft1452,0.1685
ft1453,0.65
ft1454,0.7623
ft1455,0.8476
ft1456,0.6553
ft1457,0.2661
ft1458,0.416
ft1459,0.7483
ft1460,0.7425
ft1461,0.6538
ft1462,0.3777
ft1463,0.28
ft1464,0.8267
ft1465,0.6399
ft1466,0.7518
ft1467,0.7355
ft1468,0.4766
ft1469,0.6759
ft1470,0.8992
ft1471,0.9149
ft1472,0.655
ft1473,0.1908
ft1474,0.5079
ft1475,0.8271
ft1476,0.7506
ft1477,0.6699
ft1478,0.4013
ft1479,0.6558
ft1480,0.7068
ft1481,0.4631
ft1482,0.1745
ft1483,0.7761
ft1484,0.1089
ft1485,0.1597
ft1486,0.6737
ft1487,0.8983
ft1488,0.3189
ft1489,0.8235
ft1490,0.4067
ft1491,0.6928
ft1492,0.3555
ft1493,0.9091
ft1494,0.6493
ft1495,0.8646
ft1496,0.5532
ft1497,0.8026
ft1498,0.8799
ft1499,0.7193
ft1500,0.6324
ft1501,0.828
ft1502,0.4579
ft1503,0.8347
ft1504,0.5929
ft1505,0.5609
ft1506,0.4478
ft1507,0.1565
ft1508,0.7524
ft1509,0.9015
ft1510,0.5947
ft1511,0.9212
ft1512,0.4709
